	genbank_id	description	taxonomy_name
1919	KY246515.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt1_wsn8, complete genome.	Torque teno Leptonychotes weddellii virus 1
1920	KY246516.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt16_wsn8, complete genome.	Torque teno Leptonychotes weddellii virus 1
1921	KY246517.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt15_wsp1, complete genome.	Torque teno Leptonychotes weddellii virus 1
1922	KY246518.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt40_wsp2, complete genome.	Torque teno Leptonychotes weddellii virus 1
1923	KY246519.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt8_wsp3, complete genome.	Torque teno Leptonychotes weddellii virus 1
1924	KY246520.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt8_wsp4, complete genome.	Torque teno Leptonychotes weddellii virus 1
1925	KY246521.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt17_wsp7, complete genome.	Torque teno Leptonychotes weddellii virus 1
1926	KY246522.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt35_wsp46, complete genome.	Torque teno Leptonychotes weddellii virus 1
1927	KY246523.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt37_wsp9, complete genome.	Torque teno Leptonychotes weddellii virus 1
1928	KY246524.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt37_wsp10, complete genome.	Torque teno Leptonychotes weddellii virus 1
1929	KY246525.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt11_wsp10, complete genome.	Torque teno Leptonychotes weddellii virus 1
1930	KY246526.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt33_wsp47, complete genome.	Torque teno Leptonychotes weddellii virus 1
1931	KY246527.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt13_wsp12, complete genome.	Torque teno Leptonychotes weddellii virus 1
1932	KY246528.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt11_wsp12, complete genome.	Torque teno Leptonychotes weddellii virus 1
1933	KY246529.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp12, complete genome.	Torque teno Leptonychotes weddellii virus-2
1934	KY246530.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt8_wsp13, complete genome.	Torque teno Leptonychotes weddellii virus 1
1935	KY246531.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt13_wsp48, complete genome.	Torque teno Leptonychotes weddellii virus 1
1936	KY246532.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt8_wsp15, complete genome.	Torque teno Leptonychotes weddellii virus 1
1937	KY246533.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt9_wsp16, complete genome.	Torque teno Leptonychotes weddellii virus 1
1938	KY246534.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt11_wsp16, complete genome.	Torque teno Leptonychotes weddellii virus 1
1939	KY246535.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt13_wsp17, complete genome.	Torque teno Leptonychotes weddellii virus 1
1940	KY246536.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt1_wsp18, complete genome.	Torque teno Leptonychotes weddellii virus 1
1941	KY246537.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp18, complete genome.	Torque teno Leptonychotes weddellii virus-2
1942	KY246538.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt38_wsp19, complete genome.	Torque teno Leptonychotes weddellii virus 1
1943	KY246539.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp19, complete genome.	Torque teno Leptonychotes weddellii virus-2
1944	KY246541.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp20, complete genome.	Torque teno Leptonychotes weddellii virus-2
1945	KY246542.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt23_wsp21, complete genome.	Torque teno Leptonychotes weddellii virus 1
1946	KY246543.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt13_wsp22, complete genome.	Torque teno Leptonychotes weddellii virus 1
1947	KY246544.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt5_wsp23, complete genome.	Torque teno Leptonychotes weddellii virus 1
1948	KY246546.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt11_wsp24, complete genome.	Torque teno Leptonychotes weddellii virus 1
1949	KY246548.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt_wsp24, complete genome.	Torque teno Leptonychotes weddellii virus-2
1950	KY246551.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp25, complete genome.	Torque teno Leptonychotes weddellii virus-2
1951	KY246552.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt12_wsp26, complete genome.	Torque teno Leptonychotes weddellii virus 1
1952	KY246553.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp26, complete genome.	Torque teno Leptonychotes weddellii virus-2
1953	KY246554.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt21_wsp27, complete genome.	Torque teno Leptonychotes weddellii virus 1
1954	KY246555.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt1_wsp28, complete genome.	Torque teno Leptonychotes weddellii virus 1
1955	KY246556.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp28, complete genome.	Torque teno Leptonychotes weddellii virus-2
1956	KY246557.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt17_wsp29, complete genome.	Torque teno Leptonychotes weddellii virus 1
1957	KY246558.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt12_wsp31, complete genome.	Torque teno Leptonychotes weddellii virus 1
1958	KY246559.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt11_wsp31, complete genome.	Torque teno Leptonychotes weddellii virus 1
1959	KY246560.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp31, complete genome.	Torque teno Leptonychotes weddellii virus-2
1960	KY246562.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp32, complete genome.	Torque teno Leptonychotes weddellii virus-2
1961	KY246563.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt1_wsp33, complete genome.	Torque teno Leptonychotes weddellii virus 1
1962	KY246564.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt11_wsp33, complete genome.	Torque teno Leptonychotes weddellii virus 1
1963	KY246567.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt4_wsp35, complete genome.	Torque teno Leptonychotes weddellii virus 1
1964	KY246568.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt20_wsp36, complete genome.	Torque teno Leptonychotes weddellii virus 1
1965	KY246569.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt11_wsp37, complete genome.	Torque teno Leptonychotes weddellii virus 1
1966	KY246570.1	Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt2_wsp37, complete genome.	Torque teno Leptonychotes weddellii virus-2
1967	KY246571.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt17_wsp38, complete genome.	Torque teno Leptonychotes weddellii virus 1
1968	KY246572.1	Torque teno Leptonychotes weddellii virus 1 isolate TTLwV-1_gt26_wsp39, complete genome.	Torque teno Leptonychotes weddellii virus 1
1969	OL872814.1	HIV-1 isolate 2241-PBTM-13 from USA gag protein (gag) gene, complete cds; and nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
1970	OL872816.1	HIV-1 isolate 2241-PBTM-16 from USA gag protein (gag) gene, complete cds; and nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
1971	OL872817.1	HIV-1 isolate 2241-PBTM-17 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
1972	OL872818.1	HIV-1 isolate 2241-PBTM-2 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
1973	OL872819.1	HIV-1 isolate 2241-PBTM-20 from USA gag protein (gag) gene, complete cds; and nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
1974	OL872821.1	HIV-1 isolate 2241-PBTM-22 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
1975	OL872822.1	HIV-1 isolate 2241-PBTM-23 from USA nonfunctional gag protein (gag) gene, complete sequence; nonfunctional pol protein (pol) gene, partial sequence; nonfunctional vif protein (vif), nonfunctional vpr protein (vpr), nonfunctional tat protein (tat), and nonfunctional rev protein (rev) genes, complete sequence; vpu protein (vpu) gene, complete cds; and nonfunctional envelope glycoprotein (env) and nonfunctional nef protein (nef) genes, complete sequence.	Human immunodeficiency virus 1
1976	OL872824.1	HIV-1 isolate 2241-PBTM-26 from USA gag protein (gag) gene, complete cds; and nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
1977	OL872825.1	HIV-1 isolate 2241-PBTM-29 from USA gag protein (gag) gene, complete cds; and nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
1978	OL872831.1	HIV-1 isolate 2241-PBTM-7 from USA gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif) and vpr protein (vpr) genes, complete cds; and nonfunctional tat protein (tat) gene, complete sequence.	Human immunodeficiency virus 1
1979	OL872834.1	HIV-1 isolate 2278-PBCM-01 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
1980	OL872835.1	HIV-1 isolate 2278-PBCM-02 from USA nonfunctional nef protein (nef) gene, partial sequence.	Human immunodeficiency virus 1
1981	OL872836.1	HIV-1 isolate 2278-PBCM-03 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
1982	OL872837.1	HIV-1 isolate 2278-PBCM-04 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
1983	OL872838.1	HIV-1 isolate 2278-PBCM-05 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
1984	OL872839.1	HIV-1 isolate 2278-PBCM-06 from USA nonfunctional gag protein (gag) gene, complete sequence; nonfunctional pol protein (pol) gene, partial sequence; and nonfunctional vif protein (vif), nonfunctional vpr protein (vpr), nonfunctional tat protein (tat), nonfunctional rev protein (rev), nonfunctional vpu protein (vpu), and nonfunctional envelope glycoprotein (env) genes, complete sequence.	Human immunodeficiency virus 1
1985	OL872840.1	HIV-1 isolate 2278-PBCM-07 from USA gag protein (gag) gene, complete cds; and nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
1986	OL872841.1	HIV-1 isolate 2278-PBCM-08 from USA gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and nonfunctional vif protein (vif) gene, complete sequence.	Human immunodeficiency virus 1
1987	OL872842.1	HIV-1 isolate 2278-PBCM-09 from USA gag protein (gag) gene, complete cds; and nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
1988	OL872844.1	HIV-1 isolate 2278-PBCM-11 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
1989	OL872845.1	HIV-1 isolate 2278-PBCM-12 from USA nonfunctional envelope glycoprotein (env) gene, complete sequence; and nef protein (nef) gene, complete cds.	Human immunodeficiency virus 1
1990	OL872846.1	HIV-1 isolate 2278-PBCM-13 from USA nonfunctional gag protein (gag) gene, complete sequence; and nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
1991	OL872847.1	HIV-1 isolate 2278-PBCM-14 from USA nonfunctional envelope glycoprotein (env), nonfunctional rev protein (rev), and nonfunctional tat protein (tat) genes, complete sequence; and nef protein (nef) gene, complete cds.	Human immunodeficiency virus 1
1992	OL872848.1	HIV-1 isolate 2278-PBCM-15 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
1993	OL872849.1	HIV-1 isolate 2278-PBCM-17 from USA gag protein (gag) gene, complete cds; and nonfunctional pol protein (pol) gene, partial sequence.	Human immunodeficiency virus 1
1994	OL872850.1	HIV-1 isolate 2278-PBCM-18 from USA gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds.	Human immunodeficiency virus 1
1995	OL872851.1	HIV-1 isolate 2278-PBCM-20 from USA nonfunctional nef protein (nef) gene, complete sequence.	Human immunodeficiency virus 1
1996	OL872852.1	HIV-1 isolate 2278-PBCM-21 from USA sequence.	Human immunodeficiency virus 1
1997	OL872853.1	HIV-1 isolate 2278-PBCM-22 from USA sequence.	Human immunodeficiency virus 1
1998	OL872854.1	HIV-1 isolate 2278-PBCM-23 from USA nonfunctional vif protein (vif) gene, complete sequence; and vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds.	Human immunodeficiency virus 1
1999	OL872855.1	HIV-1 isolate 2278-PBCM-24 from USA nonfunctional gag protein (gag) gene, complete sequence.	Human immunodeficiency virus 1
2000	KX702318.1	Infectious bursal disease virus isolate IBDV-EGY-SHR-F671-VP1-2016 VP1 gene, partial cds.	Infectious bursal disease virus
2001	KX702337.1	Bat astrovirus isolate C002/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2002	KX702338.1	Bat astrovirus isolate C077/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2003	KX702339.1	Bat astrovirus isolate C073/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2004	KX702340.1	Bat astrovirus isolate C066/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2005	KX702341.1	Bat astrovirus isolate C071/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2006	KX702342.1	Bat astrovirus isolate C063/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2007	KX702343.1	Bat astrovirus isolate C067/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2008	KX702344.1	Bat astrovirus isolate C016/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2009	KX702347.1	Bat astrovirus isolate C102/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2010	KX702359.1	Bat astrovirus isolate C031/China/2015 RNA-dependent RNA polymerase gene, partial cds.	Bat astrovirus
2011	KX793032.1	Statovirus A isolate SE_Asia_4_2 coat protein and RdRp genes, partial cds.	Statovirus A
2012	KX793036.1	Statovirus A isolate NIH_PTGC45 coat protein and RdRp genes, partial cds.	Statovirus A
2013	KX793037.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-E14 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2014	KX793038.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-E15 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2015	KX793039.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-E2 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2016	KX793040.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-E21 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2017	KX793041.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-E35 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2018	KX793042.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-E36 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2019	KX793043.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-E37 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2020	KX793045.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-E42 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2021	KX793046.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-N10 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2022	KX793051.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-N38 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2023	KX793052.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-N4 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2024	KX793054.1	Porcine reproductive and respiratory syndrome virus isolate JB16-1-N50 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2025	KX793057.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E1 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2026	KX793058.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E17 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2027	KX793061.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E3 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2028	KX793062.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E32 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2029	KX793065.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E52 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2030	KX793066.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E55 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2031	KX793068.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E63 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2032	KX793070.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E8 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2033	KX793071.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E87 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2034	KX793073.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-E20 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2035	KX793075.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N103 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2036	KX793078.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N33 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2037	KX793080.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N42 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2038	KX793081.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N5 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2039	KX793082.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N57 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2040	KX793083.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N72 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2041	KX793084.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N73 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2042	KX793085.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N75 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2043	KX793086.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N76 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2044	KX793087.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N93 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2045	KX793088.1	Porcine reproductive and respiratory syndrome virus isolate JB16-2-N95 glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2046	KX793090.1	Porcine reproductive and respiratory syndrome virus isolate K15-N36-GG glycoprotein 5 gene, complete cds.	Porcine reproductive and respiratory syndrome virus
2047	KX793713.1	Porcine epidemic diarrhea virus strain QIAP1401 spike protein (S) gene, complete cds.	Porcine epidemic diarrhea virus
2048	KX806584.1	Rabbit coronavirus strain Egypt/Qal-1 spike glycoprotein (S) gene, partial cds.	Rabbit coronavirus
2049	OL757511.1	Banana bunchy top virus isolate Kannara 1 coat protein gene, partial cds.	Banana bunchy top virus
2050	OL757512.1	Banana bract mosaic virus isolate Kannara 3 coat protein gene, partial cds.	Banana bract mosaic virus
2051	OL757872.1	Norovirus GVII isolate Fox/GVII/XJ/2018/CHN, complete genome.	Norovirus GVII
2052	OL762413.1	UNVERIFIED: Potato leafroll virus isolate Purnea_BAU, partial genome.	Potato leafroll virus
2053	OL762471.1	Goose astrovirus 1 isolate JXGZ, complete genome.	Goose astrovirus 1
2054	OL763314.1	Bean common mosaic virus isolate IART-AYB polyprotein gene, partial cds.	Bean common mosaic virus
2055	OL763346.1	Infectious bronchitis virus isolate CK/PAK/UDL/MS-06/LHR/2020 spike protein (S1) gene, partial cds.	Infectious bronchitis virus
2056	OL763357.1	Grapevine virus A isolate GLL_1 coat protein gene, complete cds.	Grapevine virus A
2057	OL763358.1	Grapevine virus A isolate GLL_2 coat protein gene, complete cds.	Grapevine virus A
2058	OL763359.1	Grapevine virus A isolate NMA_1 coat protein gene, complete cds.	Grapevine virus A
2059	OL763360.1	Grapevine virus A isolate NMA_2 coat protein gene, complete cds.	Grapevine virus A
2060	OL763363.1	Grapevine virus A isolate ZIB_1 coat protein gene, partial cds.	Grapevine virus A
2061	OL763364.1	Grapevine virus A isolate NAV_1 coat protein gene, partial cds.	Grapevine virus A
2062	OL763365.1	Grapevine virus A isolate CRR_1 coat protein gene, partial cds.	Grapevine virus A
2063	OL763366.1	Grapevine virus A isolate CRR_2 coat protein gene, complete cds.	Grapevine virus A
2064	OL763367.1	Grapevine virus A isolate NCA_1 coat protein gene, partial cds.	Grapevine virus A
2065	OL763368.1	Grapevine virus A isolate GRE_1 coat protein gene, complete cds.	Grapevine virus A
2066	OL763369.1	Grapevine virus A isolate PER_1 coat protein gene, partial cds.	Grapevine virus A
2067	OL763370.1	Grapevine virus A isolate PER_2 coat protein gene, partial cds.	Grapevine virus A
2068	OL763371.1	Grapevine virus A isolate CAT_1 coat protein gene, complete cds.	Grapevine virus A
2069	OL763372.1	Grapevine virus A isolate ALI_1 coat protein gene, complete cds.	Grapevine virus A
2070	OL763392.1	UNVERIFIED_ASMBLY: Cherry tomato leaf curl virus isolate New Delhi, complete genome.	Cherry tomato leaf curl virus
2071	KX889820.1	Garlic virus X isolate 12_GarV-X coat protein and nucleic acid binding protein genes, complete cds.	Garlic virus X
2072	KX889823.1	Garlic virus X isolate 3_2_GarV-X coat protein and nucleic acid binding protein genes, complete cds.	Garlic virus X
2073	KX889827.1	Garlic virus X isolate 548_GarV-X coat protein and nucleic acid binding protein genes, complete cds.	Garlic virus X
2074	KX889833.1	Garlic mite-borne filamentous virus isolate 14_GarMbFV coat protein gene, partial cds.	Garlic mite-borne filamentous virus
2075	KX889918.1	Chilli veinal mottle virus isolate 74PAV polyprotein gene, partial cds.	Chilli veinal mottle virus
2076	KX890139.1	Bovine viral diarrhea virus 2 strain Ov/Ita/191.15-16 N-terminal autoprotease gene, partial cds.	Bovine viral diarrhea virus 2
2077	KX890140.1	Bovine viral diarrhea virus 2 strain Ov/Ita/182.15-33 N-terminal autoprotease gene, partial cds.	Bovine viral diarrhea virus 2
2078	KX890141.1	Bovine viral diarrhea virus 1 strain Bov/Ita/124.15-14 N-terminal autoprotease gene, partial cds.	Bovine viral diarrhea virus 1
2079	KX890142.1	Bovine viral diarrhea virus 1 strain Bov/Ita/948.15-60 N-terminal autoprotease gene, partial cds.	Bovine viral diarrhea virus 1
2080	KX890144.1	Bovine viral diarrhea virus 1 strain Bov/Ita/124.15-28 N-terminal autoprotease gene, partial cds.	Bovine viral diarrhea virus 1
2081	KX890147.1	Bovine viral diarrhea virus 1 strain Ov/Ita/948.15-43 N-terminal autoprotease gene, partial cds.	Bovine viral diarrhea virus 1
2082	KX890149.1	Bovine viral diarrhea virus 1 strain Bov/Ita/124.15-2 N-terminal autoprotease gene, partial cds.	Bovine viral diarrhea virus 1
2083	KX890151.1	Bovine viral diarrhea virus 1 strain Bov/Ita/124.15-7 N-terminal autoprotease gene, partial cds.	Bovine viral diarrhea virus 1
2084	KX890305.1	Enterovirus D68 isolate 2016-R3528 VP1 gene, partial cds.	enterovirus D68
2085	KX890307.1	Influenza A virus (A/Arkhangelsk/CRIE-109/2016(H1N1)) clone NP-CRIE-109.2 segment 5 nonfunctional nucleocapsid protein (NP) gene, complete sequence.	Influenza A virus (A/Arkhangelsk/CRIE-109/2016(H1N1))
2086	KX890308.1	Influenza A virus (A/Krasnodar/CRIE-202/2016(H1N1)) clone NP-CRIE-202.2 segment 5 nonfunctional nucleocapsid protein (NP) gene, complete sequence.	Influenza A virus (A/Krasnodar/CRIE-202/2016(H1N1))
2087	KX890336.1	Measles virus genotype D8 strain MVs/Hadera.ISR/34.16/[D8] nucleoprotein (N) gene, partial cds.	Measles virus genotype D8
2088	KX891191.1	Canine parvovirus isolate MDE_1/13 capsid protein gene, partial cds.	Canine parvovirus
2089	KX891193.1	Canine parvovirus isolate MDE_5/13 capsid protein gene, partial cds.	Canine parvovirus
2090	KX891194.1	Canine parvovirus isolate MDE_6/13 capsid protein gene, partial cds.	Canine parvovirus
2091	KX891197.1	Canine parvovirus isolate MDE_29/13 capsid protein gene, partial cds.	Canine parvovirus
2092	KX891206.1	Canine parvovirus isolate BUC_16/16 capsid protein gene, partial cds.	Canine parvovirus
2093	KX891321.1	Trivittatus virus isolate AR42 segment L, complete sequence.	Trivittatus virus
2094	KX891411.1	Rhinovirus A16 isolate KC939 clone pR16.939, complete genome.	rhinovirus A16
2095	KX892710.1	Human respiratory syncytial virus B strain Beijing10-06 attachment glycoprotein (G) gene, partial cds.	Human respiratory syncytial virus B
2096	KX892712.1	Human respiratory syncytial virus B strain Shannxi13-11 attachment glycoprotein (G) gene, partial cds.	Human respiratory syncytial virus B
2097	KX927798.1	HIV-1 isolate PID9-030501-1 from USA pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
2098	KX927799.1	HIV-1 isolate PID9-030501-10 from USA pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
2099	KX927800.1	HIV-1 isolate PID9-030501-11 from USA pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
2100	KT745776.1	HIV-1 isolate RenG14748 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2101	KT745777.1	HIV-1 isolate RenG14749 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2102	KT745778.1	HIV-1 isolate RenG14750 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2103	KT745779.1	HIV-1 isolate RenG14751 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2104	KT745780.1	HIV-1 isolate RenG14752 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
2105	KT745781.1	HIV-1 isolate RenG14753 from Brazil pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
